1,1,61685
1,2,61620
1,3,61638
1,4,61646
1,5,61638
1,6,61623
1,7,61649
1,8,61652
1,9,61675
1,10,61670
1,11,61616
1,12,61620
1,13,61635
1,14,61635
1,15,61647
1,16,61644
1,17,61641
1,18,61617
1,19,61634
1,20,61674
1,21,61623
1,22,61616
1,23,61707
1,24,61700
1,25,61664
1,26,61681
1,27,61631
1,28,61645
1,29,61673
1,30,61590
1,31,61641
1,32,61672
1,33,61598
1,34,61598
1,35,61663
1,36,61614
1,37,61642
1,38,61664
1,39,61611
1,40,61649
1,41,61625
1,42,61636
1,43,61592
1,44,61672
1,45,61655
1,46,61631
1,47,61662
1,48,61623
1,49,61613
1,50,61656
1,51,61615
1,52,61619
1,53,61611
1,54,61620
1,55,61617
1,56,61627
1,57,61686
1,58,61661
1,59,61665
1,60,61667
1,61,61639
1,62,61626
1,63,61673
1,64,61615
1,65,61651
1,66,61674
1,67,61598
1,68,61643
1,69,61647
1,70,61608
1,71,61634
1,72,61683
1,73,61590
1,74,61626
1,75,61675
1,76,61593
1,77,61635
1,78,61665
1,79,61597
1,80,61639
1,81,61697
1,82,61625
1,83,61608
1,84,61658
1,85,61649
1,86,61634
1,87,61664
1,88,61621
1,89,61636
1,90,61627
1,91,61621
1,92,61626
1,93,61672
1,94,61660
1,95,61654
1,96,61658
1,97,61652
1,98,61662
1,99,61674
1,100,61618
1,101,61641
1,102,61669
1,103,61649
1,104,61631
1,105,61648
1,106,61672
1,107,61638
1,108,61652
1,109,61638
1,110,61633
1,111,61643
1,112,61645
1,113,61601
1,114,61667
1,115,61695
1,116,61608
1,117,61646
1,118,61679
1,119,61638
1,120,61620
1,121,61676
1,122,61638
1,123,61631
1,124,61667
1,125,61654
1,126,61656
1,127,61653
1,128,61629
1,129,61595
1,130,61647
1,131,61663
1,132,61652
1,133,61641
1,134,61651
1,135,61599
1,136,61605
1,137,61638
1,138,61638
1,139,61640
1,140,61611
1,141,61615
1,142,61669
1,143,61637
1,144,61615
1,145,61637
1,146,61624
1,147,61597
1,148,61680
1,149,61657
1,150,61655
1,151,61661
1,152,61688
1,153,61604
1,154,61621
1,155,61706
1,156,61631
1,157,61608
1,158,61672
1,159,61622
1,160,61613
1,161,61659
1,162,61615
1,163,61613
1,164,61640
1,165,61635
1,166,61600
1,167,61673
1,168,61626
1,169,61607
1,170,61703
1,171,61601
1,172,61630
1,173,61647
1,174,61638
1,175,61677
1,176,61656
1,177,61637
1,178,61636
1,179,61627
1,180,61619
1,181,61623
1,182,61674
1,183,61683
1,184,61640
1,185,61630
1,186,61638
1,187,61641
1,188,61682
1,189,61613
1,190,61600
1,191,61641
1,192,61645
1,193,61576
1,194,61597
1,195,61658
1,196,61614
1,197,61641
1,198,61677
1,199,61616
1,200,61676
1,201,61702
1,202,61641
1,203,61671
1,204,61667
1,205,61640
1,206,61661
1,207,61641
