734.547	63165
734.465	63174
734.383	63164
734.301	63203
734.219	63150
734.137	63194
734.056	63195
733.974	63172
733.892	63210
733.81	63184
733.728	63224
733.646	63202
733.564	63211
733.483	63202
733.401	63217
733.319	63208
733.237	63240
733.155	63211
733.073	63217
732.991	63214
732.909	63241
732.828	63250
732.746	63211
732.664	63209
732.582	63215
732.5	63239
732.418	63191
732.336	63241
732.255	63249
732.173	63260
732.091	63214
732.009	63210
731.927	63223
731.845	63192
731.763	63190
731.682	63203
731.6	63235
731.518	63225
731.436	63204
731.354	63232
731.272	63195
731.19	63262
731.108	63241
731.027	63271
730.945	63273
730.863	63220
730.781	63242
730.699	63299
730.617	63224
730.535	63242
730.454	63268
730.372	63270
730.29	63258
730.208	63241
730.126	63285
730.044	63272
729.962	63307
729.88	63303
729.799	63326
729.717	63362
729.635	63413
729.553	63350
729.471	63353
729.389	63385
729.307	63331
729.226	63291
729.144	63296
729.062	63272
728.98	63264
728.898	63242
728.816	63239
728.734	63278
728.653	63313
728.571	63297
728.489	63325
728.407	63286
728.325	63292
728.243	63288
728.161	63357
728.079	63276
727.998	63297
727.916	63301
727.834	63325
727.752	63358
727.67	63289
727.588	63300
727.506	63284
727.425	63273
727.343	63263
727.261	63356
727.179	63275
727.097	63312
727.015	63289
726.933	63348
726.852	63230
726.77	63318
726.688	63298
726.606	63282
726.524	63290
726.442	63305
726.36	63318
726.278	63304
726.197	63239
726.115	63312
726.033	63317
725.951	63277
725.869	63263
725.787	63320
725.705	63342
725.624	63271
725.542	63305
725.46	63306
725.378	63308
725.296	63315
725.214	63295
725.132	63254
725.05	63303
724.969	63409
724.887	63326
724.805	63290
724.723	63315
724.641	63398
724.559	63297
724.477	63296
724.396	63321
724.314	63282
724.232	63294
724.15	63299
724.068	63361
723.986	63311
723.904	63254
723.823	63288
723.741	63339
723.659	63288
723.577	63294
723.495	63309
723.413	63311
723.331	63279
723.249	63301
723.168	63289
723.086	63294
723.004	63310
722.922	63283
722.84	63295
722.758	63337
722.676	63282
722.595	63374
722.513	63320
722.431	63344
722.349	63313
722.267	63279
722.185	63296
722.103	63339
722.021	63325
721.94	63263
721.858	63317
721.776	63291
721.694	63424
721.612	63367
721.53	63298
721.448	63284
721.367	63306
721.285	63289
721.203	63330
721.121	63318
721.039	63280
720.957	63309
720.875	63316
720.794	63315
720.712	63294
720.63	63326
720.548	63322
720.466	63297
720.384	63300
720.302	63295
720.22	63343
720.139	63353
720.057	63285
719.975	63283
719.893	63310
719.811	63296
719.729	63363
719.647	63304
719.566	63265
719.484	63311
719.402	63332
719.32	63321
719.238	63310
719.156	63316
719.074	63311
718.992	63296
718.911	63302
718.829	63319
718.747	63300
718.665	63623
718.583	63298
718.501	63338
718.419	63309
718.338	63366
718.256	63286
718.174	63303
718.092	63341
